paper_id,title,decision,gt_binary,avg_score,scores,venue,pdf_url
zYoalJm0dk,Diversity-Driven Offline Multi-Objective Optimization via Bi-Level Pareto Set Learning,Reject,Reject,4.00,6 2 4 4,ICLR 2026 Conference Withdrawn Submission,/pdf/0289a2d8b23beb5823233f2cbe5a0de2c861d6c3.pdf
zYQ9o4e3Pe,Unifying Counterfactual Data Augmentation and Architectural Inductive Biases in Offline Reinforcement Learning,Reject,Reject,4.00,2 4 4 6,Submitted to ICLR 2026,/pdf/830d31fad18924dcf577fb593099dd4a08790fd1.pdf
zY423SFoco,TREAT: A Code LLMs Trustworthiness / Reliability Evaluation and Testing Framework,Reject,Reject,4.00,4 6 2 2 6,Submitted to ICLR 2026,/pdf/dedfacfc4abf0d7409b67517254aa8f941a536a9.pdf
zXu7faqHCj,DogRot: Taming Highly Ill-Conditioned Sensing Matrix in Sparse Signal Recovery by Random Gaussian Rotator,Reject,Reject,4.67,2 6 6,Submitted to ICLR 2026,/pdf/846ef9ce74e87b0cf92b6ae17f3880c210bd2121.pdf
zXHiyA8OGq,Looking beyond the next token,Reject,Reject,4.50,6 2 4 6,Submitted to ICLR 2026,/pdf/372b14ae0e6a73d442a6f3451d18b3f1aff03b83.pdf
zWxXfe7cwH,Does the Data Processing Inequality Reflect Practice? On the Utility of Low-Level Tasks,Accept (Poster),Accept,5.33,6 4 6,ICLR 2026 Poster,/pdf/e27d352c7e9c00e50ecebfc53bcbf996b18a4034.pdf
zWwU6tyDGt,Evolution-Aware Positive-Unlabeled Learning for Protein Design,Reject,Reject,2.50,4 2 0 4,Submitted to ICLR 2026,/pdf/187369144b5949cafc4b13a7283f01e4f122b037.pdf
zWs891LGPS,Random Neural Network Expressivity for Non-Linear Partial Differential Equations,Reject,Reject,3.50,2 6 4 2,Submitted to ICLR 2026,/pdf/e466256be042a5a29e72e5dfd4305e46b17b0616.pdf
zWdJIhl4Bw,Projection-Domain Adaptation for 3D Transformers: From Perspective to Panoramic Scene Reconstruction,Reject,Reject,4.50,4 4 6 4,Submitted to ICLR 2026,/pdf/016eb1c81fad8f0d502bcb3628391f2044d74218.pdf
zWb7ueH16c,SealQA: Raising the Bar for Reasoning in Search-Augmented Language Models,Accept (Poster),Accept,4.50,8 0 8 2,ICLR 2026 Poster,/pdf/8cc02421796a7f8ab89b3c8e4ccc1533a3632113.pdf
zWRmev5IQ4,DiTraj: Training-free Trajectory Control For Video Diffusion Transformer,Reject,Reject,4.50,6 4 4 4,Submitted to ICLR 2026,/pdf/7b6f365cc6832428b82d42b6b0977eb9edecee8c.pdf
zWQFfMfKYp,A Descriptor-Based Multi-Cluster Memory for Test-Time Adaptation,Reject,Reject,4.00,4 6 2 4,Submitted to ICLR 2026,/pdf/7b34bc93255ea69035f8a5004376d19b6904f968.pdf
zWL3AwI4kq,Approximate Multi-Matrix Multiplication for Streaming Power Iteration Clustering,Reject,Reject,4.50,8 4 4 2,Submitted to ICLR 2026,/pdf/a3cd213d6148b11f571630fe4769654d1d10a67a.pdf
zW1U6SW9ra,Compressed Map Priors for 3D Perception,Reject,Reject,3.00,2 4 4 2,Submitted to ICLR 2026,/pdf/f6374e25adb661d18bd0b9b01b30330b29b0b7ee.pdf
zVwRP0ikrx,Scaling Laws of SignSGD in Linear Regression: When Does It Outperform SGD?,Accept (Poster),Accept,4.80,4 4 4 6 6,ICLR 2026 Poster,/pdf/907ce88539386bda69e3a76708e3ee3d9f7d3357.pdf
zVmS7G6Dyi,Generalization Below the Edge of Stability: The Role of Data Geometry,Accept (Poster),Accept,6.00,4 8 4 6 8,ICLR 2026 Poster,/pdf/87d6ab99e26615ff2343da619ce829dbe9fa10d6.pdf
zVOgqaR261,Semantic Probabilistic Control of Language Models,Reject,Reject,4.00,8 2 4 2,Submitted to ICLR 2026,/pdf/6130efca5664fdf94e4241b4b941226f777365d1.pdf
zV5QoVWr05,Towards the Explainability of Temporal Graph Networks via Memory Backtracking,Reject,Reject,4.00,2 6 4 4,Submitted to ICLR 2026,/pdf/88637fbf862f8fe23edfe6cc4d3821628d838f09.pdf
zV5FeNiWDO,Lavida-O: Elastic Large Masked Diffusion Models for Unified Multimodal Understanding and Generation,Accept (Poster),Accept,6.00,6 6 8 4,ICLR 2026 Poster,/pdf/595f56bf0aabe2f6ff49120127785cc9b21f241c.pdf
zV3CowFm7x,DyGB: Dynamic Gradient Boosting Decision Trees with In-Place Updates for Efficient Data Addition and Deletion,Reject,Reject,4.00,4 4 4,Submitted to ICLR 2026,/pdf/72ecc21bc4e84eb458389d9873c54a1a2f8b0126.pdf
zUkBSNDrMx,Scientific Algorithm Discovery by Augmenting AlphaEvolve with Deep Research,Reject,Reject,3.00,4 4 2 2,Submitted to ICLR 2026,/pdf/49c0c738c75de2fca680a57213331cc45bc9e5ea.pdf
zUbBaWAM1Q,Symmetry-Aware Bayesian Optimization via Max Kernels,Accept (Poster),Accept,7.33,8 8 6,ICLR 2026 Poster,/pdf/4b10c7f8baea80bb00ee4ca89c2e1edad4bf976e.pdf
zTXtIi4ZhN,CycleIE: Robust Document Information Extraction through Iterative Verification and Refinement,Reject,Reject,4.00,4 4 4,Submitted to ICLR 2026,/pdf/584181c86932d542e10d429641346644dec10454.pdf
zTLMPYaF6F,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,Reject,Reject,4.50,6 2 6 4,Submitted to ICLR 2026,/pdf/dd5013e21c88debfb440cb16c5a8876f0aed51ba.pdf
zSsNzxjWP4,On the Interaction of Compressibility and Adversarial Robustness,Accept (Poster),Accept,5.50,6 4 6 6,ICLR 2026 Poster,/pdf/a695bc035829daffd52d00b1a9f019994b011dc2.pdf
zSTgrLkpRi,Predictive Differential Training Guided by Training Dynamics,Accept (Poster),Accept,4.50,4 8 2 4,ICLR 2026 Poster,/pdf/2851cb68e365588f6150a2a3efe60f89b68131d9.pdf
zSEThawime,Neural Concept Verifier: Scaling Prover-Verifier Games via Concept Encodings,Reject,Reject,4.50,2 6 6 4,Submitted to ICLR 2026,/pdf/5f47ee462a2f77a584de66d006417e17ef2b5b67.pdf
zS1bPtMlt9,RePL: Pseudo-label Refinement for Semi-supervised LiDAR Semantic Segmentation,Reject,Reject,6.00,8 6 4,Submitted to ICLR 2026,/pdf/4f896592eaa964e3eafd1be08e38817448ead8a3.pdf
zRacQXtyHB,Out-of-Distribution Robust Explainer for Graph Neural Networks,Reject,Reject,4.50,4 4 6 4,Submitted to ICLR 2026,/pdf/8d5d0dd5d49fe362fd625426c0ebfc93fe700609.pdf
zRKF4ln2VE,AlphaSAGE: Structure-Aware Alpha Mining via GFlowNets for Robust Exploration,Accept (Poster),Accept,5.50,6 4 6 6,ICLR 2026 Poster,/pdf/dcc51242750ff6f4a8c54fcfdb43f15819862b34.pdf
zQu9QNL0in,The Effect of Depth on the Expressivity of Deep Linear State-Space Models,Reject,Reject,4.50,6 2 6 4,Submitted to ICLR 2026,/pdf/7c07f5a301229219b76e7c51ceaf557551a490e2.pdf
zQhJSohBUl,Multi-Level Regression for Nonlinear Contextual Bandits and RL: Second-order and Horizon-free Regret Bounds,Reject,Reject,4.00,4 6 2 4,Submitted to ICLR 2026,/pdf/1801e7862c1140d79c2257e0f6672e62248c76f7.pdf
zQP8bkvuhO,EllipWeather: Gaussian Ellipsoid Representation for Weather Modeling,Reject,Reject,2.50,2 4 2 2,Submitted to ICLR 2026,/pdf/4f1fb3be7e56b087fcefb89509fb69ebe9c00074.pdf
zQGHxC6hr0,Usefulness-driven Learning of Formal Mathematics,Reject,Reject,5.00,6 4 6 4,Submitted to ICLR 2026,/pdf/70271965e41696fc06559150d64e171776e390ce.pdf
zPvdG1Va5Q,MathNet: A Global Multimodal Benchmark for Mathematical Reasoning and Retrieval,Accept (Poster),Accept,5.00,6 4 6 4,ICLR 2026 Poster,/pdf/84614bf12ba27bfaf1913920f4a8261eb7b0588d.pdf
zPv46YKv3w,OWL : Geometry-Aware Spatial Reasoning for Audio Large Language Models,Accept (Poster),Accept,5.33,6 6 4,ICLR 2026 Poster,/pdf/c48f174e1feadebe229a6045944edb248d84d820.pdf
zOWljZMbCm,Unlocking the Potential of Weighting Methods in Federated Learning Through Communication Compression,Accept (Poster),Accept,4.67,6 4 4,ICLR 2026 Poster,/pdf/6462f5ec8cb6f5022cd3222eddd16bd410c8296c.pdf
zO8LrT9Sy9,Exploring Instruction Data Quality for Explainable Image Quality Assessment,Reject,Reject,4.50,4 4 4 6,Submitted to ICLR 2026,/pdf/9ddeedb31cbb441b64084ea57bb4ef0709b057fb.pdf
zNqc0li5Dl,ReMix: Reinforcement Routing for Mixtures of LoRAs in LLM Finetuning,Reject,Reject,4.00,6 2 6 2,Submitted to ICLR 2026,/pdf/2f57a81397f833ef7a8d552dc8f3cf13418e6b8f.pdf
zNH3Sf404X,Quality over Quantity: Semi-Supervised Detection of Illicit Bitcoin Flows via Feature Engineering,Reject,Reject,1.33,2 0 2,Submitted to ICLR 2026,/pdf/bfa4fb01634993da31da4c10d0eb0e58d21b0975.pdf
zNCNEOhKps,PICS: Pairwise Image Compositing with Spatial Interactions,Accept (Poster),Accept,5.00,6 4 4 6,ICLR 2026 Poster,/pdf/791422a378dd2b3cd61f82c66752d3d3e8d77e2c.pdf
zN1aqLhkGm,Principle Process Reward For Search Agents,Reject,Reject,4.00,6 2 4,Submitted to ICLR 2026,/pdf/c0f4ee2fb2ed10598689bac750263cde6d77ff11.pdf
zMQT22aG23,MSRS: Adaptive Multi-Subspace Representation Steering for Attribute Alignment in Large Language Models,Reject,Reject,4.50,6 4 4 4,Submitted to ICLR 2026,/pdf/b26ba9221de0294ff08ddca3b9c765e67ff311b5.pdf
zMIIHeKivz,Probabilistic TopK Sparse Autoencoder for Interpreting the Activations of Large Language Models,Reject,Reject,4.00,4 2 6 4,Submitted to ICLR 2026,/pdf/4aa8500bc5bab9945032ad8bb18af908b414ad52.pdf
zMAIP3FZ6g,Sculpting Latent Spaces With MMD: Disentanglement With Programmable Priors,Reject,Reject,2.50,2 2 4 2,Submitted to ICLR 2026,/pdf/b85f6e8bc181357ef48184ceb0cdd4f1a5a20548.pdf
zM23kMEt5q,Variance-Dependent Regret Lower Bounds for Contextual Bandits,Accept (Poster),Accept,5.00,6 6 6 2,ICLR 2026 Poster,/pdf/72367e17342ffe4a4030829a13c2d259efb4a957.pdf
zLtG2yfRKA,3DPoV: Improving 3D understanding via Patch Ordering on Videos,Reject,Reject,4.50,4 4 6 4,Submitted to ICLR 2026,/pdf/70a388b8a8d0dd8abf4ceaf97519ece0711ce19c.pdf
zLcTDEqDmS,SpaceR: Reinforcing MLLMs in Video Spatial Reasoning,Reject,Reject,4.67,6 4 4,Submitted to ICLR 2026,/pdf/e8b1487a340821956e9c877f43953a182ea60f3c.pdf
zL9wxlDExi,ScaLoRA: Optimally Scaled Low-Rank Adaptation for Efficient High-Rank Fine-Tuning,Reject,Reject,4.80,6 4 2 8 4,Submitted to ICLR 2026,/pdf/10b6c54c7542237fa7bedc961015da71725beecc.pdf
zKduIgwo5z,Stable Basis Deep Neural Policy Training,Reject,Reject,4.00,2 2 8,Submitted to ICLR 2026,/pdf/97f7e943f4dbf7fb7aef7cb997e59562fe6687bf.pdf
zKQSyT7a7n,Visuo-Tactile World Models,Reject,Reject,6.00,6 8 4 6,Submitted to ICLR 2026,/pdf/ab15ba74baa8870d03f25f5ea0c0139385adb373.pdf
zJnPyb2xrp,PostAlign: Multimodal Grounding as a Corrective Lens for MLLMs,Accept (Poster),Accept,4.50,4 4 4 6,ICLR 2026 Poster,/pdf/357b453cc27cbb07c053a5cb3ac2bee7287387b6.pdf
zJm9nmoahk,G-reasoner: Foundation Models for Unified Reasoning over Graph-structured Knowledge,Accept (Poster),Accept,5.50,8 4 6 4,ICLR 2026 Poster,/pdf/9606fb698a80c4726721932aba8abdbd24a0c163.pdf
zJ2kJyO6Ww,Physics-Informed Conditional Diffusion for Multi-Modal PDEs,Reject,Reject,4.50,4 2 8 4,Submitted to ICLR 2026,/pdf/88442f8d339eaf9a9a17e7b64583ce882013cea2.pdf
zIgwZUoXRS,Do Vision-Language Models Reason Like Humans? Exploring the Functional Roles of Attention Heads,Reject,Reject,4.00,2 4 4 6,Submitted to ICLR 2026,/pdf/7f648b613fe59103ae1009d192458599e55dffd2.pdf
zHuV3Vatov,VeriCoT: Neuro-symbolic Chain-of-Thought Validation via Logical Consistency Checks,Accept (Poster),Accept,5.00,4 6 8 2,ICLR 2026 Poster,/pdf/4f3a615578e8feb49e5aa119d84cf322ec7c430e.pdf
zHdKaF3ZM7,Weight-Space Linear Recurrent Neural Networks,Accept (Poster),Accept,7.20,8 8 6 6 8,ICLR 2026 Poster,/pdf/c01f4c1dbdaf1c6e821cde510623f871a07c3404.pdf
zH9aX65Zyi,Benchmarking Correctness and Security in Multi-Turn Code Generation,Reject,Reject,5.00,4 4 4 8,Submitted to ICLR 2026,/pdf/0a3bc2ca1a28fe7de0cdc2b00b66116b8f68d99e.pdf
zGxAx4WFHO,AutoQG: An Automated Framework for Evidence-Traceable Question Generation via Ontology-Guided Knowledge Graph Construction,Reject,Reject,4.67,4 6 4,ICLR 2026 Conference Withdrawn Submission,/pdf/d0a1702dac7d2b879a2e38fda77f76add21ac44c.pdf
zGtTQTD1zu,OmniNav: A Unified Framework for Prospective Exploration and Visual-Language Navigation,Accept (Poster),Accept,5.00,8 6 2 4,ICLR 2026 Poster,/pdf/ecca7c862a08e86de65e1c627292948afffcde62.pdf
zGXHQsE8pL,Stability Bounds for Domain Generalization under Limited Data,Reject,Reject,4.00,4 2 4 6,Submitted to ICLR 2026,/pdf/71b7fb535b87352110b27d7e897f40109f8fc9ef.pdf
zFkopTvclB,AutoTool: Automatic Scaling of Tool-Use Capabilities in RL via Decoupled Entropy Constraints,Accept (Poster),Accept,5.50,8 6 2 6,ICLR 2026 Poster,/pdf/d46e4d1318dcec9c08dd5d3e762a14c35393700d.pdf
zFF0WRMjlp,Your VAR Model is Secretly an Efficient and Explainable Generative Classifier,Accept (Poster),Accept,5.50,4 4 8 6,ICLR 2026 Poster,/pdf/9044b977185b733edd304e4cca2f121dc26cd25c.pdf
zF7GyVXVw6,OmniText: A Training-Free Generalist for Controllable Text-Image Manipulation,Accept (Poster),Accept,6.00,6 4 8 6,ICLR 2026 Poster,/pdf/fcaa46f51ab7099110456343d79cf9567603e04d.pdf
zF0Cerwj5R,LENS: Multi-level Evaluation of Multimodal Reasoning with Large Language Models,Accept (Poster),Accept,5.00,2 6 8 4,ICLR 2026 Poster,/pdf/95a1bd619bb4bd1907d3bde7146102d592968f8f.pdf
zF0A0xw3HZ,vCache: Verified Semantic Prompt Caching,Accept (Poster),Accept,5.50,4 6 6 6,ICLR 2026 Poster,/pdf/6dd63f56b08f7f563ab8e60a9a1d5bc1096e45e4.pdf
zEdZEjNTwf,4DLangVGGT: 4D Language Visual Geometry Grounded Transformer,Reject,Reject,5.33,4 4 8,Submitted to ICLR 2026,/pdf/ae43649ba216bc0fb53a9ee391c420a8656509ab.pdf
zEJd3JXVxb,DD-Ranking: Rethinking the Evaluation of Dataset Distillation,Reject,Reject,5.00,4 4 6 6,Submitted to ICLR 2026,/pdf/dfec496d6e6b74915e8da0f70121e305235b4211.pdf
zDh96pfydF,Learning Holistic-Componential Prompt Groups for Micro-Expression Recognition,Reject,Reject,2.50,2 2 2 4,Submitted to ICLR 2026,/pdf/efc691f15307c6ba1b0a22708a816887c266d185.pdf
zDI2G8t0of,A Statistical Benchmark for Diffusion-Posterior-Sampling Algorithms,Accept (Poster),Accept,5.50,6 4 8 4,ICLR 2026 Poster,/pdf/5732554e5aceee7068809afab5386954c356a830.pdf
zD9fjEj4Oz,Prompt-MII: Meta-Learning Instruction Induction for LLMs,Accept (Poster),Accept,5.33,6 6 4,ICLR 2026 Poster,/pdf/ffbf0abeb356f616577cac2f8ef0deebaf5022fe.pdf
zCwTMRtASZ,Softmax is not Enough (for Adaptive Conformal Classification),Accept (Poster),Accept,5.33,6 6 4,ICLR 2026 Poster,/pdf/f2eef0b50c887835febe010cdc5df2f1d7032dc3.pdf
zCpVdWaIEp,Data Alignment Predicts Language Model Performance: Evidence from Controlled Experiments in Autoformalization,Reject,Reject,1.00,0 2 2 0,Submitted to ICLR 2026,/pdf/6f152d252f907747a9db8c153a928e2e920236a6.pdf
zCe1Vh844h,Generalized Fisher-Weighted SVD: Scalable Kronecker-Factored Fisher Approximation for Compressing Large Language Models.,Reject,Reject,3.00,4 2 2 4,Submitted to ICLR 2026,/pdf/3c2ca0645074208367bba6a294d17f86264ba634.pdf
zCadrJ32Xn,DualMap: Enabling Both Cache Affinity and Load Balancing for Distributed LLM Serving,Accept (Poster),Accept,6.50,6 4 8 8,ICLR 2026 Poster,/pdf/eaba50ef6dad58a3585bf08b58885494debbc062.pdf
zCZcbRsc4g,Avoid Catastrophic Forgetting with Rank-1 Fisher from Diffusion Models,Accept (Poster),Accept,6.00,6 6 6 6,ICLR 2026 Poster,/pdf/c10cfad4fb2fc3c2097b0f7ac96244cf1a6fb2c1.pdf
zCYXhSy9UH,Kaleidoscope: In-language Exams for Massively  Multilingual Vision Evaluation,Accept (Poster),Accept,6.67,8 6 6,ICLR 2026 Poster,/pdf/504ecb3a1a724ea05048acc26c85d01c273404a3.pdf
zCBGe9AqJZ,Bridging the Gap Between Promise and Performance for Microscaling FP4 Quantization,Accept (Poster),Accept,6.50,8 8 4 6,ICLR 2026 Poster,/pdf/44d8f9365b7c909c526e086f48b9087d4d2e68b6.pdf
zBvSFeZRL8,bi-GRPO: Bidirectional Optimization for Jailbreak Backdoor Injection on LLMs,Reject,Reject,4.50,6 2 4 6,Submitted to ICLR 2026,/pdf/d11445b64392ecb671478818473961415a81bbf9.pdf
zBgjWTWgCh,Exploring Expert Concentration for Parameter-efficient Fine-tuning of Mixture-of-Expert LLMs,Reject,Reject,5.50,4 6 4 8,Submitted to ICLR 2026,/pdf/1925612599a61921891d2346765d85ced493bbb4.pdf
zBPzxhso8M,DiffuGuard: How Intrinsic Safety is Lost and Found in Diffusion Large Language Models,Accept (Poster),Accept,5.20,6 2 4 6 8,ICLR 2026 Poster,/pdf/5e07616c14139ef9bfdbe8c458c90656d4904f26.pdf
zBPZeRjfgu,Cautious Optimizers: Improving Training with One Line of Code,Accept (Poster),Accept,6.00,8 6 4 6 6,ICLR 2026 Poster,/pdf/7b8288cf48de4d55b42fd798d55ac54ca4a25ddd.pdf
zB84FcNK2m,ResLR: Residual-Low-Rank Surrogates for Stable and Fast Context Adaptive Computing in Large Language Models,Reject,Reject,4.00,2 4 6,Submitted to ICLR 2026,/pdf/cd5e2c2fcb92d91b33f66b234f67c701645a046c.pdf
zAtrBcGsyf,Multimodal Representation Learning Conditioned on Semantic Relations,Reject,Reject,3.00,4 4 2 2,Submitted to ICLR 2026,/pdf/687f1347a8c2d3a7913c9ee3d207758295995cd6.pdf
zAdC99LPZU,Graph neural networks extrapolate out-of-distribution for shortest paths,Reject,Reject,4.50,4 4 6 4,Submitted to ICLR 2026,/pdf/e5a058b96286b51e04e804f3fccf8e3e26094b2c.pdf
zATqiLdjfM,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,Reject,Reject,4.00,4 4 4,Submitted to ICLR 2026,/pdf/4acbcbb27bd7e8abc1d9909316c1cd60120171de.pdf
zA2LbsUMDd,VideoNSA: Native Sparse Attention Scales Video Understanding,Accept (Poster),Accept,5.50,6 6 6 4,ICLR 2026 Poster,/pdf/05943dbd6b808ccbffb5488718a1c9f50bcc7069.pdf
z9kAjjRejs,Decoding Dynamic Visual Experience from Calcium Imaging via Cell-Pattern-Aware Pretraining,Accept (Poster),Accept,4.50,2 4 6 6,ICLR 2026 Poster,/pdf/3731da86bc2748ee9ca9520a03bec4c7ecca1d06.pdf
z9YC9bvfUL,Dynamic Classifier-Free Diffusion Guidance via Online Feedback,Accept (Poster),Accept,5.50,8 6 6 2,ICLR 2026 Poster,/pdf/129a34a0a21c8aabb522c53b20ec5be4feaa81e3.pdf
z9TKJhLVKj,Robust Equation Structure Learning with Adaptive Refinement,Accept (Poster),Accept,4.80,4 4 6 6 4,ICLR 2026 Poster,/pdf/38c330f60b621888098c6974832f0cbafd25a942.pdf
z9MlGsQbzR,Evolutionary Caching to Accelerate Your Off-the-Shelf Diffusion Model,Accept (Poster),Accept,6.00,6 6 6 6,ICLR 2026 Poster,/pdf/34dbbcbf030698b0886bbbba20d687a1d03d50b5.pdf
z9GgQv3eYV,Less is Not Worse: Effective Reasoning Without Complete Reasoning Traces,Reject,Reject,3.50,2 4 4 4,Submitted to ICLR 2026,/pdf/ff9d091ed4d067c35870f5001c5ef172e1e9f340.pdf
z8xjWmyQSZ,Strong Correlations Induce Cause Only Predictions in Transformer Training,Accept (Poster),Accept,5.20,6 8 4 2 6,ICLR 2026 Poster,/pdf/c3c7b766046827c8af3237439f4e341a76a36832.pdf
z8uo4lTxkq,POET: Partially Observed Earth Transformer with High-Dimensional Position Embedding,Reject,Reject,5.00,4 6 4 6,Submitted to ICLR 2026,/pdf/358f9837176915a73f582253998684c879048e14.pdf
z8ggdMlSco,S2GO: Streaming Sparse Gaussian Occupancy,Accept (Poster),Accept,7.00,8 6 8 6,ICLR 2026 Poster,/pdf/08254fd38820de130254ae6c83e42f5da5921f03.pdf
z8Smdfn8FF,Enhancing Large Language Model Reasoning via Selective Critical Token Fine-Tuning,Reject,Reject,5.00,4 4 4 8,Submitted to ICLR 2026,/pdf/e709e1fd3c492f9b98098eaba97de7a973104ae4.pdf
z8BN7KyaPl,RAVEN: End-to-end Equivariant Robot Learning with RGB Cameras,Accept (Poster),Accept,4.50,6 2 6 4,ICLR 2026 Poster,/pdf/723d20c1081539cf6d5778540794fe0df681fba6.pdf
z85kARAoyD,Pitfalls in Evaluating Language Model Forecasters,Accept (Poster),Accept,6.00,8 8 4 4,ICLR 2026 Poster,/pdf/a5fa34d68495b5f05fcc3c559fc88a2a9129419b.pdf
z7nS4MgMS7,Social Human Robot Embodied Conversation (SHREC) Dataset: Benchmarking Foundational Models’ Social Reasoning,Reject,Reject,5.20,6 4 6 4 6,Submitted to ICLR 2026,/pdf/4cb38084d4733102ea7422327cac209c8d89ad04.pdf
z7ilspv4uH,PDE-PFN: Prior-Data Fitted Neural PDE Solver,Reject,Reject,5.50,6 4 6 6,Submitted to ICLR 2026,/pdf/a4d53b45297f2ab318e5a8acd66fb486bcc43d36.pdf
z7V6wDn32y,Personalized Vision via Visual In-Context Learning,Reject,Reject,4.80,4 4 6 6 4,Submitted to ICLR 2026,/pdf/b5644f5d4c4e6e67046e1981da6664122d762976.pdf
z7UCqS5ufq,"Nonparametric, Contextual Preference Estimation and  Assortment Optimization",Reject,Reject,3.50,2 6 4 2,Submitted to ICLR 2026,/pdf/68179009ef18803ec803a5a1b70a502ddef7acb6.pdf
z6uWNKEbo0,Nash: Neural Adaptive Shrinkage for Structured High-Dimensional Regression,Reject,Reject,5.00,6 4 4 6,ICLR 2026 Conference Withdrawn Submission,/pdf/4b0e7f1475de8a2fa63080348b8a6b4ce27ee272.pdf
z6pXpXufuO,REAR: Scalable Test-time Preference Realignment through Reward Decomposition,Reject,Reject,3.00,4 2 2 4,Submitted to ICLR 2026,/pdf/fff06eb3cc565155e12a6393bfe5f8361e3035ab.pdf
z62rRFnNaX,Efficient Parallel Samplers for Recurrent-Depth Models and Their Connection to Diffusion Language Models,Reject,Reject,4.00,6 4 2,Submitted to ICLR 2026,/pdf/9a54267ad33cc9c1826813ed5cfad957c78f3c15.pdf
z5caL4aXLt,Take Another Look: Improving Information Extraction From Images With Multiple Encoders,Reject,Reject,1.50,2 2 0 2,Submitted to ICLR 2026,/pdf/10e57eaa214a185f5630071b8e3f3e17a8b7d9dc.pdf
z5cPEZ4n6i,LaDiR: Latent Diffusion Enhances LLMs for Text Reasoning,Accept (Poster),Accept,3.00,6 0 0 6,ICLR 2026 Poster,/pdf/d5a9e21f9d49378be11d3ec874b6ff74f4d1dc0d.pdf
z5Mn8Rxi3l,Seq vs Seq: An Open Suite of Paired Encoders and Decoders,Accept (Poster),Accept,5.33,6 6 4,ICLR 2026 Poster,/pdf/144758fce28dd602e89d27d0234793d16d621b35.pdf
z5A8jZ5vWE,Measuring Intent Comprehension in LLMs: A Variance Decomposition Framework,Reject,Reject,4.00,4 6 2 6 2,Submitted to ICLR 2026,/pdf/741139e32a3b5faff689e8d73027a4f5fed78462.pdf
z55Fut1CRw,UniFork: Exploring Modality Alignment for Unified Multimodal Understanding and Generation,Reject,Reject,4.00,6 2 4 4,Submitted to ICLR 2026,/pdf/22229e276c7c4732fd4273bde5220dc96cb48bbc.pdf
z53s5p0qhf,"The Tool Decathlon: Benchmarking Language Agents for Diverse, Realistic, and Long-Horizon Task Execution",Accept (Poster),Accept,4.00,4 6 2,ICLR 2026 Poster,/pdf/886b909d822679a08debd9892509f0931d587ea1.pdf
z45L1eYoHE,Towards Expanding-Node Spatial-Temporal Forecasting: A Structured Node Interaction Prompting Perspective,Reject,Reject,5.33,4 6 6,Submitted to ICLR 2026,/pdf/0d2118f7497e20b38aa6a0767c29947f2c7f2af2.pdf
z3cFADf6zZ,Rethinking Driving World Model as Synthetic Data Generator for Perception Tasks,Accept (Poster),Accept,5.50,4 4 6 8,ICLR 2026 Poster,/pdf/71bda5c5ed57972d48727bc4da82c6856d114ee8.pdf
z3bntsNwG0,Description-Only Supervision: Contrastive Label–Embedding Alignment for Zero-Shot Text Classification,Reject,Reject,3.33,2 2 6,Submitted to ICLR 2026,/pdf/e261238c7e5ac2fe86988a06fb807a4c6a6b8b9a.pdf
z2zFk9jYpw,Erase or Hide? Suppressing Spurious Unlearning Neurons for Robust Unlearning,Accept (Poster),Accept,5.50,6 4 6 6,ICLR 2026 Poster,/pdf/8800a1a1188a0aab959989a79f7890842be390e6.pdf
z2idLjqzBe,Death of the Novel(ty): Beyond N-Gram Novelty as a Metric for Textual Creativity,Accept (Poster),Accept,6.00,4 6 6 8,ICLR 2026 Poster,/pdf/90eeac64fd1fa9eedf98c1e9e48e95e0aa8e0be8.pdf
